公牛ID (Bull_ID),母牛ID (Cow_ID),后代近交系数 (Inbreeding_Coefficient)
HO840M3250025924,221055,0
HO840M3252198074,221055,0
HO840M3269404443,221056,0
HO840M3269404786,221056,0
HO840M3275375277,221056,0
HO840M3250025924,221056,0
HO840M3252198074,221056,0
HO840M3269404443,221057,0
HO840M3269404786,221057,0
HO840M3275375277,221057,0
HO840M3250025924,221057,0
HO840M3252198074,221057,0
HO840M3269404443,221059,0
HO840M3269404786,221059,0
HO840M3275375277,221059,0
HO840M3250025924,221059,0
HO840M3252198074,221059,0
HO840M3269404443,221060,0
HO840M3269404786,221060,0.046875
HO840M3275375277,221060,0
HO840M3250025924,221060,0
HO840M3252198074,221060,0
HO840M3269404443,221061,0
HO840M3269404786,221061,0
HO840M3275375277,221061,0
HO840M3250025924,221061,0
HO840M3252198074,221061,0
HO840M3269404443,221062,0
HO840M3269404786,221062,0
HO840M3275375277,221062,0
HO840M3250025924,221062,0
HO840M3252198074,221062,0
HO840M3269404443,221063,0
HO840M3269404786,221063,0
HO840M3275375277,221063,0
HO840M3250025924,221063,0
HO840M3252198074,221063,0
HO840M3269404443,221064,0
HO840M3269404786,221064,0.046875
HO840M3275375277,221064,0
HO840M3250025924,221064,0
HO840M3252198074,221064,0
HO840M3269404443,221065,0
HO840M3269404786,221065,0.046875
HO840M3275375277,221065,0
HO840M3250025924,221065,0
HO840M3252198074,221065,0
HO840M3269404443,221267,0
HO840M3269404786,221267,0.046875
HO840M3275375277,221267,0
HO840M3250025924,221267,0
HO840M3252198074,221267,0
HO840M3269404443,221268,0
HO840M3269404786,221268,0
HO840M3275375277,221268,0
HO840M3250025924,221268,0
HO840M3252198074,221268,0
HO840M3269404443,221269,0
HO840M3269404786,221269,0
HO840M3275375277,221269,0
HO840M3250025924,221269,0
HO840M3252198074,221269,0
HO840M3269404443,221272,0
HO840M3269404786,221272,0
HO840M3275375277,221272,0
HO840M3250025924,221272,0
HO840M3252198074,221272,0
HO840M3269404443,221273,0
HO840M3269404786,221273,0
HO840M3275375277,221273,0
HO840M3250025924,221273,0
HO840M3252198074,221273,0
HO840M3269404443,221274,0
HO840M3269404786,221274,0
HO840M3275375277,221274,0
HO840M3250025924,221274,0
HO840M3252198074,221274,0
HO840M3269404443,221275,0.046875
HO840M3269404786,221275,0
HO840M3275375277,221275,0
HO840M3250025924,221275,0.0234375
HO840M3252198074,221275,0.0703125
HO840M3269404443,221276,0
HO840M3269404786,221276,0
HO840M3275375277,221276,0
HO840M3250025924,221276,0.0234375
HO840M3252198074,221276,0
HO840M3269404443,221277,0
HO840M3269404786,221277,0.046875
HO840M3275375277,221277,0
HO840M3250025924,221277,0
HO840M3252198074,221277,0
HO840M3269404443,221278,0
HO840M3269404786,221278,0
HO840M3275375277,221278,0
HO840M3250025924,221278,0
HO840M3252198074,221278,0
HO840M3269404443,221280,0
HO840M3269404786,221280,0
HO840M3275375277,221280,0
HO840M3250025924,221280,0.0234375
HO840M3252198074,221280,0
HO840M3269404443,221281,0
HO840M3269404786,221281,0.046875
HO840M3275375277,221281,0.0234375
HO840M3250025924,221281,0
HO840M3252198074,221281,0.01171875
HO840M3269404443,221282,0
HO840M3269404786,221282,0
HO840M3275375277,221282,0
HO840M3250025924,221282,0.0234375
HO840M3252198074,221282,0
HO840M3269404443,221285,0
HO840M3269404786,221285,0
HO840M3275375277,221285,0
HO840M3250025924,221285,0
HO840M3252198074,221285,0
HO840M3269404443,221286,0
HO840M3269404786,221286,0.046875
HO840M3275375277,221286,0
HO840M3250025924,221286,0
HO840M3252198074,221286,0
HO840M3269404443,221287,0
HO840M3269404786,221287,0
HO840M3275375277,221287,0
HO840M3250025924,221287,0.0234375
HO840M3252198074,221287,0
HO840M3269404443,221289,0
HO840M3269404786,221289,0
HO840M3275375277,221289,0
HO840M3250025924,221289,0
HO840M3252198074,221289,0
HO840M3269404443,221290,0
HO840M3269404786,221290,0
HO840M3275375277,221290,0
HO840M3250025924,221290,0.0234375
HO840M3252198074,221290,0
HO840M3269404443,221291,0
HO840M3269404786,221291,0
HO840M3275375277,221291,0
HO840M3250025924,221291,0
HO840M3252198074,221291,0
HO840M3269404443,221294,0
HO840M3269404786,221294,0
HO840M3275375277,221294,0
HO840M3250025924,221294,0.0234375
HO840M3252198074,221294,0
HO840M3269404443,221296,0
HO840M3269404786,221296,0
HO840M3275375277,221296,0
HO840M3250025924,221296,0.0234375
HO840M3252198074,221296,0
HO840M3269404443,221298,0
HO840M3269404786,221298,0
HO840M3275375277,221298,0
HO840M3250025924,221298,0
HO840M3252198074,221298,0
HO840M3269404443,221300,0
HO840M3269404786,221300,0
HO840M3275375277,221300,0
HO840M3250025924,221300,0
HO840M3252198074,221300,0
HO840M3269404443,221301,0
HO840M3269404786,221301,0
HO840M3275375277,221301,0
HO840M3250025924,221301,0
HO840M3252198074,221301,0
HO840M3269404443,221303,0
HO840M3269404786,221303,0
HO840M3275375277,221303,0
HO840M3250025924,221303,0.0234375
HO840M3252198074,221303,0
HO840M3269404443,221304,0
HO840M3269404786,221304,0
HO840M3275375277,221304,0
HO840M3250025924,221304,0
HO840M3252198074,221304,0
HO840M3269404443,221305,0
HO840M3269404786,221305,0
HO840M3275375277,221305,0
HO840M3250025924,221305,0.0234375
HO840M3252198074,221305,0
HO840M3269404443,221306,0
HO840M3269404786,221306,0
HO840M3275375277,221306,0
HO840M3250025924,221306,0
HO840M3252198074,221306,0
HO840M3269404443,221309,0
HO840M3269404786,221309,0
HO840M3275375277,221309,0
HO840M3250025924,221309,0
HO840M3252198074,221309,0
HO840M3269404443,221310,0
HO840M3269404786,221310,0
HO840M3275375277,221310,0
HO840M3250025924,221310,0.0234375
HO840M3252198074,221310,0
HO840M3269404443,221311,0
HO840M3269404786,221311,0
HO840M3275375277,221311,0
HO840M3250025924,221311,0
HO840M3252198074,221311,0
HO840M3269404443,221313,0
HO840M3269404786,221313,0
HO840M3275375277,221313,0
HO840M3250025924,221313,0
HO840M3252198074,221313,0
HO840M3269404443,221314,0
HO840M3269404786,221314,0
HO840M3275375277,221314,0
HO840M3250025924,221314,0.0234375
HO840M3252198074,221314,0
HO840M3269404443,221315,0
HO840M3269404786,221315,0
HO840M3275375277,221315,0
HO840M3250025924,221315,0
HO840M3252198074,221315,0
HO840M3269404443,221319,0
HO840M3269404786,221319,0
HO840M3275375277,221319,0
HO840M3250025924,221319,0.0234375
HO840M3252198074,221319,0
HO840M3269404443,221320,0
HO840M3269404786,221320,0
HO840M3275375277,221320,0
HO840M3250025924,221320,0
HO840M3252198074,221320,0
HO840M3269404443,221324,0
HO840M3269404786,221324,0
HO840M3275375277,221324,0
HO840M3250025924,221324,0
HO840M3252198074,221324,0
HO840M3269404443,221325,0
HO840M3269404786,221325,0
HO840M3275375277,221325,0
HO840M3250025924,221325,0
HO840M3252198074,221325,0
HO840M3269404443,221327,0
HO840M3269404786,221327,0
HO840M3275375277,221327,0
HO840M3250025924,221327,0.0234375
HO840M3252198074,221327,0
HO840M3269404443,221328,0
HO840M3269404786,221328,0
HO840M3275375277,221328,0
HO840M3250025924,221328,0
HO840M3252198074,221328,0
HO840M3269404443,221332,0
HO840M3269404786,221332,0
HO840M3275375277,221332,0
HO840M3250025924,221332,0.0234375
HO840M3252198074,221332,0
